"","number","contract_name","name...3","address","banking","bonus","bike_stands","available_bike_stands","available_bikes","status","last_update","position.lat","position.lng","address_found","place_id","licence","osm_type","osm_id","osm_lat","osm_lon","class","type","place_rank","importance","addresstype","name...26","house_number","road","suburb","city","municipality","county","ISO3166-2-lvl6","state_district","state","ISO3166-2-lvl4","region","postcode","country","country_code","quarter","amenity","village","man_made","town","neighbourhood","leisure","highway","shop","hamlet","commercial","office"
"13",10005,"lyon","10005 - 11 NOVEMBRE","Face Entrée du Parc de la Tête d'Or**",FALSE,FALSE,35,19,15,"OPEN",1698534742000,45.779702,4.860029,"Tennis Club de Lyon, Boulevard de la Bataille de Stalingrad, Tonkin, Villeurbanne, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69100, France",76529889,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","way",445077457,"45.78106605","4.860665069642058","leisure","sports_centre",30,9.99999999995449e-06,"leisure","Tennis Club de Lyon",NA,"Boulevard de la Bataille de Stalingrad","Tonkin","Villeurbanne","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69100","France","fr",NA,NA,NA,NA,NA,NA,"Tennis Club de Lyon",NA,NA,NA,NA,NA
"14",4012,"lyon","4012 - PLACE ADRIEN GODIEN","Angle montée de la Boucle",TRUE,FALSE,30,15,13,"OPEN",1698534458000,45.778767,4.841109,"Cours d'Herbouville, Gros Caillou, Lyon 4e Arrondissement, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69004, France",76727256,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","way",213805448,"45.77874539142682","4.841153311251348","highway","primary",26,0.10001,"road","Cours d'Herbouville",NA,"Cours d'Herbouville","Lyon 4e Arrondissement","Lyon","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69004","France","fr","Gros Caillou",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",11004,"lyon","11004 - CALUIRE - BRANLY / PASTEUR","",TRUE,FALSE,15,15,0,"OPEN",1698534675000,45.79169,4.843452,"Montessuy Calmette, Rue Pasteur, Montessuy, Caluire-et-Cuire, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69300, France",76555712,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","node",2171803833,"45.7916786","4.8434502","highway","bus_stop",30,9.99999999995449e-06,"highway","Montessuy Calmette",NA,"Rue Pasteur","Montessuy",NA,"Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69300","France","fr",NA,NA,NA,NA,"Caluire-et-Cuire",NA,NA,"Montessuy Calmette",NA,NA,NA,NA
"16",16002,"lyon","16002 - VÉNISSIEUX - LÉVY / VIENNE","",FALSE,FALSE,18,15,2,"OPEN",1698534652000,45.719399,4.854681,"1, Avenue du Docteur Georges Lévy, Moulin à Vent, Vénissieux, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69200, France",76444440,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","node",2930847932,"45.7194344","4.8546945","place","house",30,9.99999999995449e-06,"place","","1","Avenue du Docteur Georges Lévy","Moulin à Vent",NA,"Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69200","France","fr",NA,NA,NA,NA,"Vénissieux",NA,NA,NA,NA,NA,NA,NA
"17",3009,"lyon","3009 - MUSEE AFRICAIN","133 COURS GAMBETTA",FALSE,FALSE,22,10,11,"OPEN",1698534343000,45.750251,4.857919,"Musée Africain, Cours Gambetta, La Buire, Lyon 3e Arrondissement, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69003, France",76726237,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","node",362773709,"45.7502738","4.8578967","amenity","bicycle_rental",30,9.99999999995449e-06,"amenity","Musée Africain",NA,"Cours Gambetta","Lyon 3e Arrondissement","Lyon","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69003","France","fr","La Buire","Musée Africain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",10122,"lyon","10122 - VERDUN / DESGRAND","17 RUE DE VERDUN (VILLEURBANNE)",FALSE,FALSE,21,2,19,"OPEN",1698534703000,45.784023,4.897102,"Rue de Verdun, Saint-Jean, Villeurbanne, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69100, France",76719128,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","way",19045122,"45.78408458925417","4.897157139859852","highway","unclassified",26,0.10001,"road","Rue de Verdun",NA,"Rue de Verdun","Saint-Jean","Villeurbanne","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69100","France","fr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",16001,"lyon","16001 - VENISSIEUX - PLACE ROMAND","",TRUE,FALSE,20,10,10,"OPEN",1698534230000,45.725891,4.858428,"Place Ennemond Romand, Moulin à Vent, Vénissieux, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69200, France",76437812,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","way",35372931,"45.72587146660321","4.858430630744117","highway","residential",26,0.10001,"road","Place Ennemond Romand",NA,"Place Ennemond Romand","Moulin à Vent",NA,"Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69200","France","fr",NA,NA,NA,NA,"Vénissieux",NA,NA,NA,NA,NA,NA,NA
"20",7038,"lyon","7038 - PLACE STALINGRAD","Angle Rue de la Guillotiere",FALSE,FALSE,13,7,6,"OPEN",1698534197000,45.749622,4.85299,"Place Stalingrad, La Guillotière, Lyon 7e Arrondissement, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69007, France",76468951,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","way",304503376,"45.749623650000004","4.852838987555257","highway","pedestrian",26,0.10001,"road","Place Stalingrad",NA,"Place Stalingrad","La Guillotière","Lyon","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69007","France","fr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",10091,"lyon","10091 - CHÂTEAU GAILLARD / FORT","28 RUE DU CHÂTEAU GAILLARD (VILLEURBANNE)",TRUE,FALSE,16,3,13,"OPEN",1698534555000,45.774754,4.887977,"Château Gaillard / Fort, Rue Louis Fort, Buers, Villeurbanne, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69100, France",76616466,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","node",1362633702,"45.7747513","4.8879701","amenity","bicycle_rental",30,9.99999999995449e-06,"amenity","Château Gaillard / Fort",NA,"Rue Louis Fort","Buers","Villeurbanne","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69100","France","fr",NA,"Château Gaillard / Fort",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",2021,"lyon","2021 - RAMBAUD / ECOLE DU CINÉMA","",FALSE,FALSE,30,17,13,"OPEN",1698534616000,45.745824,4.817176,"Quai Rambaud, Perrache, Lyon 2e Arrondissement, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69002, France",76608752,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","way",5005508,"45.74580317920258","4.8172001316599875","highway","unclassified",26,0.10001,"road","Quai Rambaud",NA,"Quai Rambaud","Perrache","Lyon","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69002","France","fr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",4025,"lyon","4025 - CHAZIÈRE","29 RUE CHAZIERE",FALSE,TRUE,20,19,1,"OPEN",1698534702000,45.775425,4.817888,"Chazière, Rue Chazière, Serin, Lyon 4e Arrondissement, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69004, France",76730635,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","node",1851239925,"45.775385","4.817867","amenity","bicycle_rental",30,9.99999999995449e-06,"amenity","Chazière",NA,"Rue Chazière","Serin","Lyon","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69004","France","fr",NA,"Chazière",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",10113,"lyon","10113 - GARE DE VILLEURBANNE","49 AV. GENERAL LECLERC (VILLEURBANNE)",TRUE,FALSE,22,14,8,"OPEN",1698534737000,45.755768,4.891542,"Grandclément, Villeurbanne, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69100, France",76687720,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","relation",14340438,"45.7557121","4.891860120216371","highway","pedestrian",26,0.10001,"road","",NA,NA,"Grandclément","Villeurbanne","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69100","France","fr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",4023,"lyon","4023 - PONT MASARYK","Face au 45 quai Gillet",TRUE,FALSE,22,0,22,"OPEN",1698534799000,45.778175,4.810716,"Pont Masaryk, Passerelle Masaryk, Serin, Lyon 4e Arrondissement, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69004, France",76606260,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","node",7555916455,"45.77817","4.8107209","amenity","bicycle_rental",30,9.99999999995449e-06,"amenity","Pont Masaryk",NA,"Passerelle Masaryk","Serin","Lyon","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69004","France","fr",NA,"Pont Masaryk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",3066,"lyon","3066 - KIMMERLING / FAURE","139 AV. FELIX FAURE",FALSE,FALSE,19,1,18,"OPEN",1698534581000,45.754296,4.86359,"Avenue Félix Faure, Sans Souci, Lyon 3e Arrondissement, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69003, France",76672270,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","node",7555662521,"45.754281","4.863481","amenity","waste_basket",30,9.99999999995449e-06,"amenity","",NA,"Avenue Félix Faure","Sans Souci","Lyon","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69003","France","fr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",10111,"lyon","10111 - CHARLES HERNU","",FALSE,FALSE,20,19,1,"OPEN",1698534587000,45.770309,4.86196,"Charles Hernu, Cours Vitton, Bellecombe, Lyon 6e Arrondissement, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69006, France",76741817,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","node",1362633681,"45.770331","4.8620427","amenity","bicycle_rental",30,9.99999999995449e-06,"amenity","Charles Hernu",NA,"Cours Vitton","Bellecombe","Lyon","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69006","France","fr",NA,"Charles Hernu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",5040,"lyon","5040 - PLACE CRÉPU","7 PLACE BENOIT CREPU",TRUE,FALSE,20,18,2,"OPEN",1698534796000,45.757847,4.826103,"Place Crépu, Quai Fulchiron, Quarantaine, Lyon 5e Arrondissement, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69005, France",76744512,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","node",1049498019,"45.7578405","4.8261032","amenity","bicycle_rental",30,9.99999999995449e-06,"amenity","Place Crépu",NA,"Quai Fulchiron","Lyon 5e Arrondissement","Lyon","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69005","France","fr","Quarantaine","Place Crépu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",7008,"lyon","7008 - JEAN JAURÈS / GUILLOTIÈRE","Avenue Jean Jaurès - Angle rue de la Guillotière",TRUE,FALSE,10,8,2,"OPEN",1698534527000,45.75251,4.846278,"Jean Jaurès / Guillotière, Avenue Jean Jaurès, La Guillotière, Lyon 7e Arrondissement, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69007, France",76677073,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","node",353355655,"45.752522","4.8463105","amenity","bicycle_rental",30,9.99999999995449e-06,"amenity","Jean Jaurès / Guillotière",NA,"Avenue Jean Jaurès","La Guillotière","Lyon","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69007","France","fr",NA,"Jean Jaurès / Guillotière",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",7024,"lyon","7024 - BANCEL / CHEVREUL","6 RUE BANCEL",TRUE,FALSE,21,2,18,"OPEN",1698534551000,45.748504,4.840505,"Bancel / Chevreul, Rue Bancel, Chevreul, Lyon 7e Arrondissement, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69007, France",76486315,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","node",354647918,"45.7485141","4.8405097","amenity","bicycle_rental",30,9.99999999995449e-06,"amenity","Bancel / Chevreul",NA,"Rue Bancel","Lyon 7e Arrondissement","Lyon","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69007","France","fr","Chevreul","Bancel / Chevreul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",2023,"lyon","2023 -  PERRACHE / PETIT","Entre rue Victor Hugo et rue d'Auvergne",FALSE,FALSE,18,0,18,"OPEN",1698534385000,45.7444746076792,4.82671963006449,"Quai Perrache, Sainte-Blandine, Lyon 2e Arrondissement, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69002, France",76407363,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","node",4620526543,"45.7444723","4.8267026","amenity","parking_space",30,9.99999999995449e-06,"amenity","",NA,"Quai Perrache","Lyon 2e Arrondissement","Lyon","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69002","France","fr","Sainte-Blandine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",8029,"lyon","8029 - ETATS-UNIS / LÉVIGNE","81 BVD DES Etats-Unis",FALSE,FALSE,20,15,5,"OPEN",1698534740000,45.732366,4.865101,"Vival, 78, Boulevard des États-Unis, Les États-Unis, Lyon 8e Arrondissement, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69008, France",76572078,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","node",9643338910,"45.7321914","4.8650099","shop","convenience",30,9.99999999995449e-06,"shop","Vival","78","Boulevard des États-Unis","Les États-Unis","Lyon","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69008","France","fr",NA,NA,NA,NA,NA,NA,NA,NA,"Vival",NA,NA,NA
"33",4004,"lyon","4004 - HÉNON","Angle rue Hénon",TRUE,TRUE,22,22,0,"OPEN",1698534750000,45.779786,4.827635,"Boulevard des Canuts, La Croix-Rousse, Lyon 4e Arrondissement, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69004, France",76689461,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","node",10978437266,"45.7797879","4.827593","emergency","fire_service_inlet",30,9.99999999995449e-06,"emergency","",NA,"Boulevard des Canuts","La Croix-Rousse","Lyon","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69004","France","fr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",8061,"lyon","8061 - STADE VUILLERMET","164 AV. PAUL SANTY",TRUE,FALSE,18,14,4,"OPEN",1698534565000,45.725403,4.881292,"Stade Vuillermet, Avenue Paul Santy, La Plaine - Santy, Lyon 8e Arrondissement, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69008, France",76450285,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","node",351622250,"45.7254027","4.8812953","amenity","bicycle_rental",30,9.99999999995449e-06,"amenity","Stade Vuillermet",NA,"Avenue Paul Santy","La Plaine - Santy","Lyon","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69008","France","fr",NA,"Stade Vuillermet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
